# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master/amharic; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Amharic/KDBAMARA
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 2/12/2024 1:10 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,670+
# Copyright ©1999-2021 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 5 digits identification number, [A######]
#	Amharic: Amharic entry
#	AMIPA: Reading for Amharic (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	AMClass/ARClass: Amharic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [iso]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [iso]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	AMSubclass/ARSubclass: Amharic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	AMDomain/ARDomain: Amharic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Amharic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootAM: Amharic theoretical root
#	RootAR: Arabic root
#	Gloss: English meaning of the Amharic entry
# ================================================================================================
ID	Amharic	AMIPA	ARIPA	Arabic	AMClass	ARClass	AMSubclass	ARSubclass	AMDomain	ARDomain	Category	RootAM	RootAR	Gloss
A02869	ያመሰኳል	/jamɛsɛkɨl/	/jamsikanna/	يَمْسِكَنَّ	VC	VC						*መሰኳህ	مسك	ruminate
A02870	ያመስኳ	/jamɛsɨk/	/jamsik/	يَمْسِك	VI	VI						*መሰኳህ	مسك	ruminate
A02871	መምሸት	/mɛmɨʃɛt/	/mamsaː/	مَمْسَى	I							መሸህ	مسي	become evening
A02872	መሸ	/mɛʃɛ/	/masaʔ/	مَسَأ	VP	VP						መሸህ	مسي	become evening
A02873	መሺ	/mɛʃ/	/maːsiʔ/	مَاسِئ	P	P						መሸህ	مسي	become evening
A02874	መሽቶ	/mɛʃɨto/	/masaːun/	مَسَاءٌ	G	M						መሸህ	مسي	become evening
A02875	ይመሻል	/jɨmɛʃal/	/jamsiːanna/	يَمْسِيَنَّ	VC	VC						መሸህ	مسي	become evening
A02876	ይምሽ	/jɨmɨʃ/	/jamsiː/	يَمْسِي	VI	VI						መሸህ	مسي	become evening
A02877	ያመሳቅላል	/jamɛsakʼɨlaːl/	/jamaʃkilanna/	يَمَشْكِلَنَّ	VC	VC						*መሳቀለ	مشكل	be confused
A02878	ይመሳቀላል	/jɨmɛsakʼɛlaːl/	/jamaʃkilanna/	يَمَشْكِلَنَّ	VC	VC						*መሳህቀለ	مشكل	mix up
A02879	መጣጪ	/mɛtˤatʃi/	/masˤsˤaːsˤ/	مَصَّاص	P	P							مصص	absorb
A02880	መጦ	/mɛtˤo/	/masˤsˤun/	مَصٌّ	G	M							مصص	absorb
A02881	ይመጥጣል	/jɨmɛtˤɨtˤal/	/jamsˤisˤanna/	يَمْصِصَنَّ	VC	VC							مصص	absorb
A02882	መጥማጭ	/mɛtˤɨmaːtʃ/	/masˤmaːsˤ/	مَصْمَاص	P	P							مصمص	round lips, suck milk
A02883	መጥምጦ	/mɛtˤɨmɨtˤo/	/masˤmasˤatun/	مَصْمَصَةٌ	G	M							مصمص	round lips, suck milk
A02884	ይመጠምጣል	/jɨmɛtˤɛmɨtˤal/	/jamasˤmisˤanna/	يَمَصْمِصَنَّ	VC	VC							مصمص	round lips, suck milk
A02885	መጉመጥመጫ	/mɛgumɛtˤɨmɛtʃa/	/madˤmadˤa/	مَضْمَضَة	N	N			DMST	DMST			مضمض	cleansing liquid for oral cavity
A02886	መምከር	/mɛmɨkɛr/	/mamkar/	مَمْكَر	I								مكر	advise
A02887	መሞከር	/mɛmokɛr/	/mamkar/	مَمْكَر	I							ሞከ፟ረ	مكر	try
A02888	መከረ	/mɛkɛrɛ/	/makara/	مَكَرَ	VP	VP							مكر	advise
A02889	መከራ	/mɛkɛraː/	/makr/	مَكْر	N	N							مكر	difficulty, problem, trial (hardship)
A02890	መካሪ	/mɛkar/	/makkaːr/	مَكَّار	P	P							مكر	advise
A02891	መክሮ	/mɛkɨro/	/makrun/	مَكْرٌ	G	M							مكر	advise
A02892	ሙከራ	/mukɛraː/	/mukr/	مُكْر	N	N						ሞከ፟ረ	مكر	tryout, experiment
A02893	ምክር	/mɨkɨr/	/makr/	مَكْر	N	N							مكر	counsel, guidance
A02894	ሞከረ	/mokɛrɛ/	/makara/	مَكَرَ	VP	VP						ሞከ፟ረ	مكر	try
A02895	ሞካሪ	/mokar/	/maːkir/	مَاكِر	P	P						ሞከ፟ረ	مكر	try
A02896	ሞክሮ	/mokɨro/	/makrun/	مَكْرٌ	G	M						ሞከ፟ረ	مكر	try
A02897	ተማከ፟ረ	/tɛmaːkkɛrɛ/	/tamakkara/	تَمَكَّرَ	VP	VP							مكر	deliberate
A02898	ተማከሪ	/tɛmaːkɛr/	/makkaːr/	مَكَّار	P	P							مكر	deliberate
A02899	ተማከር	/tɛmaːkɛr/	/tamakkar/	تَمَكَّر	VM	VM							مكر	deliberate
A02900	ተማክሮ	/tɛmaːkɨro/	/tamakkurun/	تَمَكُّرٌ	G	M							مكر	deliberate
A02901	ይመክራል	/jɨmɛkɨraːl/	/jamkiranna/	يَمْكِرَنَّ	VC	VC							مكر	advise
A02902	ይማ፟ከ፟ር 	/jɨmmaːkkɛr/	/jamakkir/	يَمَكِّر	VI	VI							مكر	deliberate
A02903	ይምከር	/jɨmɨkɛr/	/jamkir/	يَمْكِر	VI	VI							مكر	advise
A02904	ይሞክራል	/jɨmokɨraːl/	/jamkiranna/	يَمْكِرَنَّ	VC	VC						ሞከ፟ረ	مكر	try
A02905	ይሞክር	/jɨmokɨr/	/jamkur/	يَمْكُر	VI	VI						ሞከ፟ረ	مكر	try
A02906	መለስለስ	/mɛlɛsɨlɛs/	/malas/	مَلَس	G	G							ملس	be soft, smooth
A02907	መለሰ	/mɛlɛsɛ/	/malasˤa/	مَلَصَ	VP	VP						መለ፟ሰ	ملص	return
A02908	መለ፟ሰ	/mɛllɛsɛ/	/mallasˤa/	مَلَّصَ	VP	VP							ملص	return
A02909	መላሽ	/mɛlaːʃ/	/mallaːsˤ/	مَلَّاص	P	P						መለ፟ሰ	ملص	return
A02910	መላ፟ሽ	/mɛllaːʃ/	/mallaːsˤ/	مَلَّاص	P	P							ملص	return
A02911	መል፟ስ	/mɛllɨs/	/mallisˤ/	مَلِّص	VM	VM							ملص	return
A02912	መል፟ስ	/mɛllɨs/	/mallisˤ/	مَلِّص	VM	VM						መለ፟ሰ	ملص	return
A02913	መልሶ	/mɛlɨso/	/malsˤun/	مَلْصٌ	G	M						መለ፟ሰ	ملص	return
A02914	መል፟ሶ	/mɛllɨso/	/malsˤun/	مَلْصٌ	G	M							ملص	return
A02915	መመለስ	/mɛmɛlɛs/	/mamlasˤ/	مَمْلَص	I							መለ፟ሰ	ملص	return
A02916	ተመለ፟ሰ	/tɛmɛllɛsɛ/	/tamallasˤa/	تَمَلَّصَ	VP	VP							ملص	return
A02917	ተመለስ	/tɛmɛlɛs/	/tamallasˤ/	تَمَلَّص	VM	VM							ملص	return
A02918	ተመላ፟ሽ	/tɛmɛllaːʃ/	/mumallasˤ/	مُمَلَّص	P	P							ملص	return
A02919	ተመል፟ሶ	/tɛmɛllɨso/	/tamallusˤun/	تَمَلُّصٌ	G	M							ملص	return
A02920	ይመ፟ለ፟ስ	/jɨmmɛllɛs/	/jamallisˤ/	يَمَلِّص	VI	VI							ملص	return
A02921	ይመልሳል	/jɨmɛlɨsal/	/jamlisˤanna/	يَمْلِصَنَّ	VC	VC						መለ፟ሰ	ملص	return
A02922	ይመልስ	/jɨmɛlɨs/	/jamlisˤ/	يَمْلِص	VI	VI						መለ፟ሰ	ملص	return
A02923	ይመል፟ስ	/jɨmɛllɨs/	/jamallisˤ/	يَمَلِّص	VI	VI							ملص	return
A02924	መላጣ	/mɛlaːtˤa/	/ʔmlatˤ/	أمْلَط	A	A							ملط	hairless (on the head)
A02925	አምላኪ	/ʔɛmɨlaːk/	/ʔmlaq/	أمْلَق	N	N							ملق	extreme admirer (one who gives adoration and devotion to a deity)
A02926	መለኮት	/mɛlɛkot/	/malakuːt/	مَلَكُوت	N	N			RLGN	RLGN			ملك	holiness
A02927	መለኮትነት	/mɛlɛkotɨnɛt/	/malakuːt/	مَلَكُوت	N	N			RLGN	RLGN			ملك	spiritual authority
A02928	መላእክት	/mɛlaːʔɨkɨt/	/malaːʔika/	مَلَائِكَة	N	N	PLR	PLR	RLGN	RLGN			ملك	angel
A02929	መልአከ፡ሞት	/mɛlɨʔɛkɛ፡mot/	/malak almawt/	مَلَك المَوْت	N	N			RLGN	RLGN			ملك	the Angel of Death
A02930	መልአከ፡ዑቃቢ	/mɛlɨʔɛkɛ፡ʕukʼabi/	/malak alʕiqaːb/	مَلَك العِقاب	N	N			RLGN	RLGN			ملك	protector seraph
A02931	መልአክ	/mɛlɨʔɛk/	/malaːk/	مَلَاك	N	N	SNG	SNG	RLGN	RLGN			ملك	angel
A02932	መልክት	/mɛlɨkɨt/	/malaka/	مَلَكَة	N	N							ملك	memorandum, note
A02933	ማምለክ	/maːmɨlɛk/	/mamlak/	مَمْلَك	I							*መለከ	ملك	worship
A02934	አመለከ	/ʔɛmɛlɛkɛ/	/malaka/	مَلَكَ	VP	VP							ملك	worship
A02935	አምላክ	/ʔɛmɨlaːk/	/malak/	مَلَك	N	N							ملك	deity
A02936	ይመለካል	/jɨmɛlɛkal/	/jamlikanna/	يَمْلِكَنَّ	VC	VC						*መለከ	ملك	worship
A02937	ይመለክ	/jɨmɛlɛk/	/jamlik/	يَمْلِك	VI	VI							ملك	worship
A02938	መለመለ	/mɛlɛmɛlɛ/	/malmala/	مَلْمَلَ	VP	VP							ململ	select, pluck
A02939	መልማይ	/mɛlɨmaːj/	/malmaːl/	مَلْمَال	P	P							ململ	select, pluck
A02940	መልምሎ	/mɛlɨmɨlo/	/malmalun/	مَلْمَلٌ	G	M							ململ	select, pluck
A02941	ይመልምል	/jɨmɛlɨmɨl/	/jamalmil/	يَمَلْمِل	VI	VI							ململ	select, pluck
A02942	ሙሉ	/mulu/	/mulʔ/	مُلء	A	A							ملؤ	chock-full, filled, up to the brim
A02943	ሙሉ	/mulu/	/maluʔu/	مَلُؤ	N	N							ملؤ	
A02944	ሞላ	/molaː/	/malʔ/	مَلأ	VP	VP							ملؤ	fill
A02945	ሞልቶ	/molɨto/	/malʔun/	مَلْؤٌ	G	M						ሞላህ	ملؤ	fill
A02946	ይሙላ	/jɨmulaː/	/jamlʔ/	يَمْلأ	VI	VI							ملؤ	fill
A02947	ይሞላል	/jɨmolaːl/	/jamlaʔnna/	يَمْلَأنَّ	VC	VC						ሞላህ	ملؤ	fill
A02948	ይሞላል	/jɨmolaːl/	/jamlaʔnna/	يَمْلَأنَّ	VC	VC						ሞላህ	ملؤ	fill
A02949	መመነን	/mɛmɛnɛn/	/mamnan/	مَمْنَن	I							መነ፟ነ	منن	retire from world
A02950	መነነ	/mɛnɛnɛ/	/manana/	مَنَنَ	VP	VP							منن	retire from world
A02951	መናኝ	/mɛnaɲ/	/mannaːn/	مَنَّان	P	P						መነ፟ነ	منن	retire from world
A02952	መንኖ	/mɛnɨno/	/manuːnun/	مَنُونٌ	G	M						መነ፟ነ	منن	retire from world
A02953	መንኖ	/mɛnɨno/	/mannun/	مَنْنٌ	G	M							منن	retire from world
A02954	ይመንናን	/jɨmɛnɨnan/	/jamninanna/	يَمْنِنَنَّ	VC	VC						መነ፟ነ	منن	retire from world
A02955	ይመንን	/jɨmɛnɨn/	/jamnin/	يَمْنِن	VI	VI							منن	retire from world
A02956	መመኘት	/mɛmɛɲɛt/	/mamnaː/	مَمْنَى	I							*መኘ፟ህ	مني	wish
A02957	ምኞት	/mɨɲot/	/ʔumniːja/	أُمْنِيَّة	N	N							مني	wish
A02958	ተመኘ	/tɛmɛɲɛ/	/tamannaː/	تَمَنَّى	VP	VP							مني	wish
A02959	ተመኝቶ	/tɛmɛɲɨto/	/tamannijun/	تَمَنِّيٌ	G	M						*መኘ፟ህ	مني	wish
A02960	ይመኛል	/jɨmɛɲal/	/jamniːanna/	يَمْنِيَنَّ	VC	VC						*መኘ፟ህ	مني	wish
A02961	ይመኝ	/jɨmɛɲ/	/jatmannaː/	يَتْمَنَّى	VI	VI							مني	wish
A02962	ሙሀቻ	/muhɛtʃa/	/muhdʒa/	مُهْجَة	N	N			DMST	DMST	SSH		مهج	container, pot used for holding the semi liquid item before baking bread, injera, etc.
A02963	መሞት	/mɛmot/	/mamaːt/	مَمَات	G	G							موت	die
A02964	መሞት	/mɛmot/	/mamaːt/	مَمَات	I								موت	die
A02965	ሙት	/mut/	/mut/	مُت	VM	VM							موت	die
A02966	ሙቶ	/muto/	/mawtun/	مَوْتٌ	G	M							موت	die
A02967	ሞተ	/motɛ/	/maːta/	مَاتَ	VP	VP							موت	die
A02968	ሞት	/mot/	/mawt/	مَوْت	N	N							موت	passing away, demise
A02969	ሞቶ	/moto/	/mawtun/	مَوْتٌ	G	M							موت	die
A02970	ሟች	/moatʃ/	/mawwaːt/	مَوَّات	P	P				?			موت	die
A02971	ይሙት	/jɨmut/	/jamuːt/	يَمُوت	VI	VI							موت	die
A02972	ይሙት	/jɨmut/	/jamut/	يَمُت	VJ	VJ							موت	die
A02973	ይሞታል	/jɨmotal/	/jamuːtanna/	يَمُوتَنَّ	VC	VC							موت	die
A02974	ሚዜ	/mize/	/miːza/	مِيزَة	N	N							ميز	matron of honor
A02975	መንበር	/mɛnɨbɛr/	/minbar/	مِنْبَر	N	N	SNG	SNG	RLGN	RLGN			نبر	chair of monarch or bishop, power, rank and privileges of a monarch
A02976	መንበር	/mɛnɨbɛr/	/minbar/	مِنْبَر	N	N							نبر	political seat or throne, woolsack
A02977	መተንበይ	/mɛtɛnɨbɛj/	/manbaj/	مَنْبَي	I							*ነበ፟የ	نبي	prophesy
A02978	ተነበየ	/tɛnɛbɛja/	/tanabaːʔ/	تَنَبَّأ	VP	VP			RLGN	RLGN		*ነበ፟የ	نبي	prophesy
A02979	ተንባይ	/tɛnɨbaj/	/tanabbuʔui/	تَنَبُّؤي	N	N			RLGN	RLGN		*ነበ፟የ	نبي	forecaster, seer
A02980	ተንባይ	/tɛnɨbaj/	/tanbaːj/	تَنْباي	N	N			RLGN	RLGN		*ነበ፟የ	نبي	forecaster, seer
A02981	ተንብዮ	/tɛnɨbɨjo/	/tanabbuʔun/	تَنَبُّؤٌ	G	M			RLGN	RLGN		*ነበ፟የ	نبي	prophesy
A02982	ትንቢት	/tɨnɨbit/	/tanbiʔia/	تَنْبِئة	N	N						*ነበ፟የ	نبي	forecast, prediction
A02983	ትንቢት	/tɨnɨbit/	/tanabbuʔu/	تَنَبُّؤ	N	N			RLGN	RLGN		*ነበ፟የ	نبي	foretelling, foresight
A02984	ነቢይ	/nɛbij/	/nabiːi/	نَبِيّ	N	N	SNG	SNG	RLGN	RLGN		*ነበ፟የ	نبي	prophet
A02985	ነባይ	/nɛbaj/	/nabbaːj/	نَبَّاي	A	A							نبي	honest, straight, frank
A02986	ይተነብያል	/jɨtɛnɛbɨjal/	/janbiːanna/	يَنْبِيَنَّ	VC	VC						*ነበ፟የ	نبي	prophesy
A02987	ይተንብይ	/jɨtɛnɨbɨj/	/jatanabaːʔ/	يَتَنَبَّأ	VI	VI			RLGN	RLGN		*ነበ፟የ	نبي	prophesy
A02988	ንጥር	/nɨtˤɨr/	/natr/	نَتْر	N	N							نتر	purified
A02989	መነተፈ	/mɛnɛtɛfɛ/	/mantafa/	مَنْتَفَ	VP	VP							نتف	snatch
A02990	ምንጣፍ	/mɨnɨtˤaf/	/mintaf/	مِنْتَف	N	N			DMST	DMST			نتف	rug, mat, carpet
A02991	ንጣፍ	/nɨtˤaf/	/nitaːf/	نِتاف	N	N							نتف	floor mat, rug,
A02992	መነጠል	/mɛnɛtˤɛl/	/mantal/	مَنْتَل	I							ነጠ፟ለ	نتل	unfold
A02993	ነጠለ	/nɛtˤɛlɛ/	/natala/	نَتَلَ	VP	VP						ነጠ፟ለ	نتل	unfold
A02994	ነጣይ	/nɛtˤaj/	/nattaːl/	نَتَّال	P	P						ነጠ፟ለ	نتل	unfold
A02995	ነጥሎ	/nɛtˤɨlo/	/natlun/	نَتْلٌ	G	M						ነጠ፟ለ	نتل	unfold
A02996	ንጥል	/nɨtˤɨl/	/natl/	نَتْل	N	N						ነጠ፟ለ	نتل	separated, positioned apart
A02997	ይነጥላል	/jɨnɛtˤɨlaːl/	/jantilanna/	يَنْتِلَنَّ	VC	VC						ነጠ፟ለ	نتل	unfold
A02998	ንድፍ	/nɨdɨf/	/nadf/	نَدْف	N	N							ندف	draft, drawing, pulled apart, yarn, fibers
A02999	መንዳት	/mɛnɨdat/	/mandaː/	مَنْدَى	I							ነዳህ	ندي	drive
A03000	ነዳ	/nɛda/	/naːdaː/	نَادَى	VP	VP						ነዳህ	ندي	drive
A03001	ነድቶ	/nɛdɨto/	/nidaːʔun/	نِدَاءُ	G	M						ነዳህ	ندي	drive
A03002	ነጂ	/nɛdʒ/	/naːdi/	نَادي	P	P						ነዳህ	ندي	drive
A03003	ይነዳል	/jɨnɛdal/	/janaːdiːanna/	يَنَادِيَنَّ	VC	VC						ነዳህ	ندي	drive
A03004	ይንዳ	/jɨnɨda/	/janaːdiː/	يَنَادِي	VI	VI						ነዳህ	ندي	drive
A03005	ነስቶ	/nɛsɨto/	/nazħun/	نَزْحٌ	G	M						ነሳህ	نزح	with hold, take away
A03006	ነሺ	/nɛʃ/	/naːziħ/	نَازِح	P	P						ነሳህ	نزح	with hold, take away
A03007	ይነሳል	/jɨnɛsal/	/janziħanna/	يَنْزِحَنَّ	VC	VC						ነሳህ	نزح	with hold, take away
A03008	ነዛ	/nɛza/	/nazaʕa/	نَزَعَ	VP	VP						ነዛህ	نزع	spread, disseminate
A03009	ነዝቶ	/nɛzɨto/	/nazʕun/	نَزْعٌ	G	M						ነዛህ	نزع	spread, disseminate
A03010	ነዢ	/nɛʒi/	/nazzaːʕ/	نَزَّاع	P	P						ነዛህ	نزع	spread, disseminate
A03011	ይነዛል	/jɨnɛzal/	/janziʕanna/	يَنْزِعَنَّ	VC	VC						ነዛህ	نزع	spread, disseminate
A03012	ይንዛ	/jɨnɨza/	/janzaʕ/	يَنْزَع	VI	VI						ነዛህ	نزع	spread, disseminate
A03013	መንሰር	/mɛnɨsɛr/	/mansar/	مَنْسَر	I								نسر	bleed (nose)
A03014	ነሰረ	/nɛsɛrɛ/	/nasara/	نَسَرَ	VP	VP				RLGN			نسر	bleed (nose)
A03015	ነሰረ	/nɛsɛrɛ/	/nasara/	نَسَرَ	VP	VP				RLGN			نسر	bleed (nose)
A03016	ነስር	/nɛsɨr/	/nassaːr/	نَسَّار	P	P							نسر	bleed (nose)
A03017	ነስሮ	/nɛsɨro/	/nasrun/	نَسْرٌ	G	M							نسر	bleed (nose)
A03018	ይነስራል	/jɨnɛsɨraːl/	/jansiranna/	يَنْسِرَنَّ	VC	VC							نسر	bleed (nose)
A03019	ይንሰር	/jɨnɨsɛr/	/jansir/	يَنْسِر	VI	VI							نسر	bleed (nose)
A03020	ረሳ	/rɛsa/	/nasaː/	نَسَى	VP	VP						ረሳህ	نسي	forget
A03021	ረስቶ	/rɛsɨto/	/nasjun/	نَسْيٌ	G	M						ረሳህ	نسي	forget
A03022	ረሺ	/rɛʃi/	/naːsiː/	نَاسِي	P	P						ረሳህ	نسي	forget
A03023	ይርሳ	/jɨrɨsa/	/jansaː/	يَنْسَى	VI	VI						ረሳህ	نسي	forget
A03024	መነሸጥ	/mɛnɛʃɛtˤ/	/manʃatˤ/	مَنْشَط	G	G						ነሸ፟ጠ	نشط	animate
A03025	መነሸጥ	/mɛnɛʃɛtˤ/	/manʃatˤ/	مَنْشَط	I							ነሸ፟ጠ	نشط	animate
A03026	ነሸጠ	/nɛʃɛtˤɛ/	/naʃatˤa/	نَشَطَ	VP	VP						ነሸ፟ጠ	نشط	animate
A03027	ነሻጭ	/nɛʃatʃ/	/naʃʃaːtˤ/	نَشَّاط	P	P						ነሸ፟ጠ	نشط	animate
A03028	ነሽጦ	/nɛʃɨtˤo/	/naʃtˤun/	نَشْطٌ	G	M						ነሸ፟ጠ	نشط	animate
A03029	ይነሽጣል	/jɨnɛʃɨtˤal/	/janʃitˤanna/	يَنْشِطَنَّ	VC	VC						ነሸ፟ጠ	نشط	animate
A03030	ይነሽጥ	/jɨnɛʃɨtˤ/	/janʃatˤ/	يَنْشَط	VI	VI						ነሸ፟ጠ	نشط	animate
A03031	መነሻ	/mɛnɛʃa/	/manʃaʔ/	مَنْشَأ	N	N							نشؤ	initial position, starting position
A03032	መነሾ	/mɛnɛʃo/	/manʃuʔu/	مَنْشُؤ	N	N							نشؤ	starting place, cause
A03033	ነጨ	/nɛtʃɛ/	/naʃa/	نَشَأ	VP	VP						ነጨህ	نشؤ	peck, plump out
A03034	ነጪ	/nɛtʃi/	/naːʃiʔi/	نَاشِئ	P	P						ነጨህ	نشؤ	peck, plump out
A03035	ነጭቶ	/nɛtʃɨto/	/naʃʔun/	نَشْأةٌ	G	M						ነጨህ	نشؤ	peck, plump out
A03036	ይነጫል	/jɨnɛtʃal/	/janʃaʔanna/	يَنْشَأَنَّ	VC	VC						ነጨህ	نشؤ	peck, plump out
A03037	ንስሐ	/nɨsɨhɛ/	/nasˤiːħa/	نَصِيحة	N	N							نصح	pretence, atonement
A03038	ንጹህ	/nɨsʼuh/	/nasˤuːħu/	نَصُوحُ	N	N			DMST	DMST			نصح	clean
A03039	ንጹሕነት	/nɨsʼuhɨnɛt/	/nisˤuːħ/	نِصُوح	N	N							نصح	hygiene, sanitation
A03040	ንጻት	/nɨsʼat/	/nasˤiːħa/	نَصِيحة	N	N							نصح	hygiene, sanitation
A03041	ንጽሕና	/nɨsʼɨhɨna/	/nasˤiːħa/	نَصِيحة	N	N							نصح	hygiene, sanitation
A03042	መንጻት	/mɛnɨsʼat/	/mansˤaʕ/	مَنْصَع	I							ነጻህ	نصع	be white
A03043	ነጪ	/nɛtʃ/	/naːsˤiʕ/	نَاصِع	P	P						ነጻህ	نصع	be white
A03044	ነጻ	/nɛsʼa/	/nasˤaʕa/	نَصَعَ	VP	VP						ነጻህ	نصع	be white
A03045	ነጽቶ	/nɛsʼɨto/	/nasˤʕun/	نَصْعٌ	G	M						ነጻህ	نصع	be white
A03046	ንጹሕ	/nɨsʼuh/	/naːsˤiʕ/	نَاصِع	A	A							نصع	white
A03047	ይነጻል	/jɨnɛsʼal/	/jansˤiʕanna/	يَنْصِعَنَّ	VC	VC						ነጻህ	نصع	be white
A03048	ይንጻ	/jɨnɨsʼa/	/jansˤiʕ/	يَنْصِع	VI	VI						ነጻህ	نصع	be white
A03049	መነጥር	/mɛnɛtˤɨr/	/minðˤaːr/	مِنْظار	N	N			DMST	DMST			نظر	specs, goggles
A03050	መነጽር	/mɛnɛsʼɨr/	/minðˤaːr/	مِنْظَار	N	N			DMST	DMST			نظر	specs, goggles
A03051	ይደቅላል	/jɨdɛkʼɨlaːl/	/janɣilanna/	يَنْغِلَنَّ	VC	VC						ደቀ፟ለ	نغل	bear illegitimate child
A03052	ይደቅል	/jɨdɛkʼɨl/	/janɣal/	يَنْغَل	VI	VI						ደቀ፟ለ	نغل	bear illegitimate child
A03053	ደቀለ	/dɛkʼɛlɛ/	/naɣala/	نَغَلَ	VP	VP						ደቀ፟ለ	نغل	bear illegitimate child
A03054	ደቅሎ	/dɛkʼɨlo/	/naɣlun/	نَغْلٌ	G	M						ደቀ፟ለ	نغل	bear illegitimate child
A03055	ዲቃላ	/dikʼalaː/	/naɣl/	نَغْل	P	P						ደቀ፟ለ	نغل	bear illegitimate child
A03056	መንፋት	/mɛnɨfat/	/manfaθ/	مَنْفَث	I							ነፋህ	نفث	inflate, sieve
A03057	ነፊ	/nɛf/	/naːfiθ/	نَافِث	P	P						ነፋህ	نفث	inflate, sieve
A03058	ነፍቶ	/nɛfɨto/	/nafθun/	نَفْثٌ	G	M						ነፋህ	نفث	inflate, sieve
A03059	ተነፊ	/tɛnɛf/	/munaffaχ/	مُنَفَّخ	P	P							نفخ	be inflated
A03060	ተነፋ	/tɛnɛfa/	/tanaffaχ/	تَنَفَّخ	VM	VM							نفخ	be inflated
A03061	ተነፋ፟	/tɛnɛffa/	/tanaffaχa/	تَنَفَّخَ	VP	VP							نفخ	be inflated
A03062	ተነፍቶ	/tɛnɛfɨto/	/tanaffuχun/	تَنَفُّخٌ	G	M							نفخ	be inflated
A03063	ነፊ	/nɛf/	/naffaːχ/	نَفَّاخ	P	P							نفخ	inflate
A03064	ነፋ፟	/nɛffa/	/naffaχa/	نَفَّخَ	VP	VP							نفخ	inflate
A03065	ነፋሽ	/nɛfaʃ/	/naffaːχ/	نَفَّاخ	P	P							نفخ	blow
A03066	ነፍሶ	/nɛfɨso/	/nafχun/	نَفْخٌ	G	M							نفخ	blow
A03067	ነፍቶ	/nɛfɨto/	/nafχun/	نَفْخٌ	G	M							نفخ	inflate
A03068	ንፋ	/nɨfa/	/naffiχ/	نَفِّخ	VM	VM							نفخ	inflate
A03069	ይነፋ	/jɨnɛfa/	/janaffiχ/	يَنَفِّخ	VI	VI							نفخ	inflate
A03070	ይነ፟ፋ፟	/jɨnnɛffa/	/janaffiχ/	يَنَفِّخ	VI	VI							نفخ	be inflated
A03071	ይነፋል	/jɨnɛfal/	/janfiχanna/	يَنْفِخَنَّ	VC	VC						ነፋህ	نفخ	inflate, sieve
A03072	መተንፈስ	/mɛtɛnɨfɛs/	/mutanaffas/	مُتَنَفَّس	G	G							نفس	breathe
A03073	መተንፈስ	/mɛtɛnɨfɛs/	/manfas/	مَنْفَس	I								نفس	breathe
A03074	መናፈሻ	/mɛnafɛʃa/	/mutanaffas/	مُتَنَفَّس	N	N							نفس	outdoor place, roomy, well-ventilated
