# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm, www.kalmasoft.com/KLEX/dbtirara.htm, www.kalmasoft.com/KLEX/dbtigara.htm
# Primary resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Secondary resources: https://github.com/admasethiopia/dictionaries/blob/master/Amharic%20Tigrinya%20English%20Dictionary.txt, https://github.com/fgaim/Tigrinya-BiLexicon/blob/master/Tigrinya-English.dic
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Ethiopic
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3 Jan 2021 8:38 AM
# Updated: 11 Sep 2026 2:12 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 4,000+
# Copyright ©1999-2025 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# =========================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# =========================================
# Attributes:
#	ID: 6 digits identification number
#		A######: HornMorpho original entry (A: Amharic, G: Ge'ez, R: Tigrinya, T: Tigre)
#		K######: Kalmasoft added entry
#	Ethiopic: Ethiopic entry
#	ETIPA: Reading for Ethiopic entry (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	ETClass/ARClass: Ethiopic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol: Regional colloquial Arabic Noun, region codes appear in "Locale", apply only to MSA otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol: Regional colloquial Arabic Verb, region codes appear in "Locale", apply only to MSA otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective, past
#	ETSubclass/ARSubclass: Ethiopic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	ETDomain/ARDomain: Ethiopic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Ethiopic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootET: Ethiopic theoretical root
#	RootAR: Arabic root
#	Language: Ethiopic language, ISO 639-3 three-letter code
#	Recipient: Recipient Arabic varieties, ISO 639-3 three-letter code
#	Locale: Locales of the recipient Arabic varieties, ISO3166-3 Alpha-3 country codes
#	Gloss: Arabic semantic adaptation in English
# =========================================
ID	Ethiopic	ETIPA	ARIPA	Arabic	ETClass	ARClass	ETSubclass	ARSubclass	ETDomain	ARDomain	Category	RootAM	RootAR	Language	Recipient	Locale	Gloss
A03056	መንፋት	/mɛnɨfat/	/manfaθ/	مَنْفَث	I							ነፋህ	نفث	amh	arb		inflate, sieve
A03057	ነፊ	/nɛf/	/naːfiθ/	نَافِث	P	P						ነፋህ	نفث	amh	arb		inflate, sieve
A03058	ነፍቶ	/nɛfɨto/	/nafθun/	نَفْثٌ	G	M						ነፋህ	نفث	amh	arb		inflate, sieve
A03059	ተነፊ	/tɛnɛf/	/munafːaχ/	مُنَفَّخ	P	P							نفخ	amh	arb		be inflated
A03060	ተነፋ	/tɛnɛfa/	/tanafːaχ/	تَنَفَّخ	VM	VM							نفخ	amh	arb		be inflated
A03061	ተነፋ፟	/tɛnɛfːa/	/tanafːaχa/	تَنَفَّخَ	VP	VP							نفخ	amh	arb		be inflated
A03062	ተነፍቶ	/tɛnɛfɨto/	/tanafːuχun/	تَنَفُّخٌ	G	M							نفخ	amh	arb		be inflated
A03063	ነፊ	/nɛf/	/nafːaːχ/	نَفَّاخ	P	P							نفخ	amh	arb		inflate
A03064	ነፋ፟	/nɛfːa/	/nafːaχa/	نَفَّخَ	VP	VP							نفخ	amh	arb		inflate
A03065	ነፋሽ	/nɛfaʃ/	/nafːaːχ/	نَفَّاخ	P	P							نفخ	amh	arb		blow
A03066	ነፍሶ	/nɛfɨso/	/nafχun/	نَفْخٌ	G	M							نفخ	amh	arb		blow
A03067	ነፍቶ	/nɛfɨto/	/nafχun/	نَفْخٌ	G	M							نفخ	amh	arb		inflate
A03068	ንፋ	/nɨfa/	/nafːiχ/	نَفِّخ	VM	VM							نفخ	amh	arb		inflate
A03069	ይነፋ	/jɨnɛfa/	/janafːiχ/	يَنَفِّخ	VI	VI							نفخ	amh	arb		inflate
A03070	ይነ፟ፋ፟	/jɨnːɛfːa/	/janafːiχ/	يَنَفِّخ	VI	VI							نفخ	amh	arb		be inflated
A03071	ይነፋል	/jɨnɛfal/	/janfiχanːa/	يَنْفِخَنَّ	VC	VC						ነፋህ	نفخ	amh	arb		inflate, sieve
A03072	መተንፈስ	/mɛtɛnɨfɛs/	/mutanafːas/	مُتَنَفَّس	G	G							نفس	amh	arb		breathe
A03073	መተንፈስ	/mɛtɛnɨfɛs/	/manfas/	مَنْفَس	I								نفس	amh	arb		breathe
A03074	መናፈሻ	/mɛnafɛʃa/	/mutanafːas/	مُتَنَفَّس	N	N							نفس	amh	arb		outdoor place, roomy, well-ventilated
A03075	ተነፈሰ	/tɛnɛfɛsɛ/	/tanafːasa/	تَنَفَّسَ	VP	VP							نفس	amh	arb		breathe
A03076	ተነፈ፟ሰ	/tɛnɛfːɛsɛ/	/nafːasa/	نَفَّسَ	VP	VP							نفس	amh	arb		breathe
A03077	ተናፈ፟ሰ	/tɛnafːɛsɛ/	/nafːasa/	نَفَّسَ	VP	VP							نفس	amh	arb		get fresh air
A03078	ተናፈስ	/tɛnafɛs/	/nafːis/	نَفِّس	VM	VM							نفس	amh	arb		get fresh air
A03079	ተናፈስ	/tɛnafɛs/	/tanaːfas/	تَنَافَس	VM	VM							نفس	amh	arb		get fresh air
A03080	ተናፋሽ	/tɛnafaʃ/	/nafːaːs/	نَفَّاس	P	P							نفس	amh	arb		get fresh air
A03081	ተናፍሶ	/tɛnafɨso/	/tanafːusun/	تَنَفُّسٌ	G	M							نفس	amh	arb		get fresh air
A03082	ተንፋሽ	/tɛnɨfaʃ/	/nafːaːs/	نَفَّاس	P	P							نفس	amh	arb		breathe
A03083	ተንፋ፟ሽ	/tɛnɨfːaʃ/	/nafːaːs/	نَفَّاس	P	P							نفس	amh	arb		breathe
A03084	ተንፍስ	/tɛnɨfɨs/	/nafːis/	نَفِّس	VM	VM							نفس	amh	arb		breathe
A03085	ተንፍስ	/tɛnɨfɨs/	/tanafːas/	تَنَفَّس	VM	VM							نفس	amh	arb		breathe
A03086	ተንፍሶ	/tɛnɨfɨso/	/tanafːusun/	تَنَفُّسٌ	G	M							نفس	amh	arb		breathe
A03087	ተንፍሶ	/tɛnɨfɨso/	/tanafːusun/	تَنَفُّسٌ	G	M							نفس	amh	arb		breathe
A03088	ትንፋሽ	/tɨnɨfaʃ/	/tanafːus/	تَنَفُّس	N	N							نفس	amh	arb		mouthful of air, gulp of air, gasp
A03089	ትንፋሽ	/tɨnɨfaʃ/	/tanafːus/	تَنَفُّس	N	N							نفس	amh	arb		mouthful of air, inhalation
A03090	ነፈ፟ሰ	/nɛfːɛsɛ/	/nafːasa/	نَفَّسَ	VP	VP							نفس	amh	arb		blow
A03091	ነፈሰ፡ቅዱስ	/nɛfɛsɛ፡kʼɨdus/	/nafs quds/	نَفْس قُدْس	N	N			RLGN	RLGN			نفس	amh	arb		holy ghost
A03092	ነፋሳዊ	/nɛfasawi/	/nafsaːwiː/	نَفْساوِي	A	A							نفس	amh	arb		aeolian
A03093	ነፋስ	/nɛfas/	/nafas/	نَفَس	N	N							نفس	amh	arb		storm, blustery weather
A03094	ነፋስ	/nɛfas/	/nafas/	نَفَس	N	N							نفس	amh	arb		wind
A03095	ነፍስ	/nɛfɨs/	/nafs/	نَفْس	N	N							نفس	amh	arb		non physical aspect of person, spirit surviving death
A03096	ነፍስ	/nɛfɨs/	/nafs/	نَفْس	N	N							نفس	amh	arb		soul
A03097	ይተነፍሳል	/jɨtɛnɛfɨsal/	/janfisanːa/	يَنْفِسَنَّ	VC	VC							نفس	amh	arb		breathe
A03098	ይተነፍ፟ስ	/jɨtɛnɛfːɨs/	/janafːis/	يَنَفِّس	VI	VI							نفس	amh	arb		breathe
A03099	ይተንፍስ	/jɨtɛnɨfɨs/	/jatanafːas/	يَتَنَفَّس	VI	VI							نفس	amh	arb		breathe
A03100	ይነፍስ	/jɨnɛfɨs/	/janafːis/	يَنَفِّس	VI	VI							نفس	amh	arb		blow
A03101	ይና፟ፈ፟ስ	/jɨnːafːɛs/	/janafːis/	يَنَفِّس	VI	VI							نفس	amh	arb		get fresh air
A03102	ማንፈሻ	/maːnɨfɛʃa/	/manfaʃ/	مَنْفَش	N	N							نفش	amh	arb		device used for removing chaff from grain
A03103	መናፈጥ	/mɛnafɛtˤ/	/manfatˤ/	مَنْفَط	I							*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03104	ተነፈጠ	/tɛnɛfɛtˤɛ/	/tanafːatˤa/	تَنَفَّطَ	VP	VP						*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03105	ተናፍጦ	/tɛnafɨtˤo/	/tanafːutˤun/	تَنَفُّطٌ	G	M						*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03106	ንፍጣም	/nɨfɨtˤam/	/naftˤaːn/	نَفْطَان	P	P						*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03107	ንፍጥ	/nɨfɨtˤ/	/niftˤ/	نِفْط	N	N			ANAT	ANAT		*ነፈ፟ጠ	نفط	amh	arb		slimy secretion (from the mucus membrane)
A03108	ይናፈጣል	/jɨnafɛtˤal/	/janfitˤanːa/	يَنْفِطَنَّ	VC	VC						*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03109	ይናፈጥ	/jɨnafɛtˤ/	/jatanafːatˤ/	يَتَنَفَّط	VI	VI						*ነፈ፟ጠ	نفط	amh	arb		blow (nose)
A03110	ማነፍነፍ	/maːnɛfɨnɛf/	/manafnaf/	مَنَفْنَف	I							*ነፈነፈ	نفنف	amh	arb		smell, sniff
A03111	ነፍናፊ	/nɛfɨnafi/	/nafnaːf/	نَفْنَاف	P	P						*ነፈነፈ	نفنف	amh	arb		smell, sniff
A03112	አነፈነፈ	/ʔɛnɛfɛnɛfɛ/	/nafnafa/	نَفْنَفَ	VP	VP							نفنف	amh	arb		smell, sniff
A03113	አነፍንፎ	/ʔɛnɛfɨnɨfo/	/nafnafatun/	نَفْنَفَةٌ	G	M						*ነፈነፈ	نفنف	amh	arb		smell, sniff
A03114	ያነፈንፋል	/janɛfɛnɨfal/	/janafnifanːa/	يَنَفْنِفَنَّ	VC	VC						*ነፈነፈ	نفنف	amh	arb		smell, sniff
A03115	መነገድ	/mɛnɛgɛd/	/manqad/	مَنْقَد	I							ነገ፟ደ	نقد	amh	arb		trade
A03116	ነገደ	/nɛgɛdɛ/	/naqada/	نَقَدَ	VP	VP						ነገ፟ደ	نقد	amh	arb		trade
A03117	ነጋዴ	/nɛgade/	/naqaːdi/	نَقادي	N	Ncol						ነገ፟ደ	نقد	amh	apd	SDN	commercial dealer
A03118	ነጋዴ	/nɛgade/	/naqːaːd/	نَقَّاد	P	P						ነገ፟ደ	نقد	amh	arb		trade
A03119	ነግዶ	/nɛgɨdo/	/naqdun/	نَقْدٌ	G	M						ነገ፟ደ	نقد	amh	arb		trade
A03120	ንቀት	/nɨkʼɛt/	/naqad/	نَقَد	N	N							نقد	amh	arb		having contempt for, scorn
A03121	ንገዳ	/nɨgɛda/	/naqd/	نَقْد	N	N						ነገ፟ደ	نقد	amh	arb		the act of buying and selling, or do business
A03122	ንግድ	/nɨgɨd/	/naqd/	نَقْد	N	N						ነገ፟ደ	نقد	amh	arb		business
A03123	ንግድ	/nɨgɨd/	/naqd/	نَقْد	N	N						ነገ፟ደ	نقد	amh	arb		buying and selling brand,
A03124	ይነግዳል	/jɨnɛgɨdal/	/janqidanːa/	يَنْقِدَنَّ	VC	VC						ነገ፟ደ	نقد	amh	arb		trade
A03125	ይነግድ	/jɨnɛgɨd/	/janqid/	يَنْقِد	VI	VI						ነገ፟ደ	نقد	amh	arb		trade
A03126	መንቀስ	/mɛnɨkʼɛs/	/manqaʃ/	مَنْقَش	G	G							نقش	amh	arb		comb; glean; tattoo
A03127	መንቀስ	/mɛnɨkʼɛs/	/manqaʃ/	مَنْقَش	I								نقش	amh	arb		comb; glean; tattoo
A03128	ነቀሰ	/nɛkʼɛsɛ/	/naqaʃa/	نَقَشَ	VP	VP							نقش	amh	arb		comb; glean; tattoo
A03129	ነቃሽ	/nɛkʼaʃ/	/naqːaːʃ/	نَقَّاش	P	P							نقش	amh	arb		comb; glean; tattoo
A03130	ነቃሽ	/nɛkʼaʃ/	/naqʃ/	نَقْش	N	N			DMST	DMST			نقش	amh	arb		tattooed, tattooist
A03131	ነቅሶ	/nɛkʼɨso/	/naqaʃun/	نَقَشٌ	G	M							نقش	amh	arb		comb; glean; tattoo
A03132	ይነቅሳል	/jɨnɛkʼɨsal/	/janqiʃanːa/	يَنْقِشَنَّ	VC	VC							نقش	amh	arb		comb; glean; tattoo
A03133	ይንቀስ	/jɨnɨkʼɛs/	/janqiʃ/	يَنْقِش	VI	VI							نقش	amh	arb		comb; glean; tattoo
A03134	ነቁጥ	/nɛkʼutˤ/	/nuqtˤa/	نُقْطة	N	N							نقط	amh	arb		blemish, stain, mark
A03135	መንቀል	/mɛnɨkʼɛl/	/manqal/	مَنْقَل	I								نقل	amh	arb		uproot
A03136	ተነቀ፟ለ	/tɛnɛkːʼɛlɛ/	/naqːala/	نَقَّلَ	VP	VP							نقل	amh	arb		be uprooted
A03137	ተነቃ፟ይ	/tɛnɛkːʼaj/	/naqːaːl/	نَقَّال	P	P							نقل	amh	arb		be uprooted
A03138	ተነቅሎ	/tɛnɛkʼɨlo/	/tanaqːulun/	تَنَقُّلٌ	G	M							نقل	amh	arb		be uprooted
A03139	ነቀለ	/nɛkʼɛlɛ/	/naqala/	نَقَلَ	VP	VP							نقل	amh	arb		uproot
A03140	ነቃይ	/nɛkʼaj/	/naqːaːl/	نَقَّال	P	P							نقل	amh	arb		uproot
A03141	ነቅሎ	/nɛkʼɨlo/	/naqlun/	نَقْلٌ	G	M							نقل	amh	arb		uproot
A03142	ይነ፟ቀ፟ል	/jɨnːɛkːʼɛl/	/janaqːil/	يَنَقِّل	VI	VI							نقل	amh	arb		be uprooted
A03143	ይነቅላል	/jɨnɛkʼɨlaːl/	/janqilanːa/	يَنْقِلَنَّ	VC	VC							نقل	amh	arb		uproot
A03144	ይንቀል	/jɨnɨkʼɛl/	/janqil/	يَنْقِل	VI	VI							نقل	amh	arb		uproot
A03145	ንቅነቃ	/nɨkʼɨnɛkʼa/	/naqnaqa/	نَقْنَقة	N	Ncol							نقنق	amh	apd	SDN	disturbance, shake up, stir
A03146	ንቅናቄ	/nɨkʼɨnakʼe/	/niqnaːq/	نِقْنَاق	N	Ncol							نقنق	amh	apd	SDN	rebellion, revolt, unrest
A03147	አነቃናቂ	/ʔɛnɛkʼanakʼ/	/naqnaːq/	نَقْنَاق	N	Ncol							نقنق	amh	apd	SDN	one who stirs, shakes up or disturbs
A03148	ነቃ	/nɛkʼa/	/nakaʔ/	نَكَأ	VP	VP							نكأ	amh	arb		wake, split
A03149	ነክቶ	/nɛkɨto/	/nakʔun/	نَكْؤٌ	G	M							نكأ	amh	arb		touch
A03150	ይነቃል	/jɨnɛkʼal/	/jankiʔanːa/	يَنْكِأَنَّ	VC	VC						ነቃህ	نكأ	amh	arb		wake, split
A03151	ይንቃ	/jɨnɨkʼa/	/jankʔ/	يَنْكأ	VI	VI							نكأ	amh	arb		wake, split
A03152	ንቃት	/nɨkʼat/	/nikaːθ/	نِكاث	N	N							نكث	amh	arb		nimbleness, suppleness, alertness
A03153	ነቀዘ	/nɛkʼɛzɛ/	/nakaza/	نَكَزَ	VP	VP							نكز	amh	arb		be spoiled
A03154	ነቃዥ	/nɛkʼaʒ/	/nakːaːz/	نَكَّاز	P	P							نكز	amh	arb		be spoiled
A03155	ነቅዞ	/nɛkʼɨzo/	/nakzun/	نَكْزٌ	G	M							نكز	amh	arb		be spoiled
A03156	ይነቅዛል	/jɨnɛkʼɨzal/	/jankizanːa/	يَنْكِزَنَّ	VC	VC							نكز	amh	arb		be spoiled
A03157	ይንቀዝ	/jɨnɨkʼɛz/	/jankiz/	يَنْكِز	VI	VI							نكز	amh	arb		be spoiled
A03158	መንቀፍ	/mɛnɨkʼɛf/	/mankaf/	مَنْكَف	I								نكف	amh	arb		criticize
A03159	ነቀፈ	/nɛkʼɛfɛ/	/nakafa/	نَكَفَ	VP	VP							نكف	amh	arb		criticize
A03160	ነቃፊ	/nɛkʼaf/	/nakːaːf/	نَكَّاف	P	P							نكف	amh	arb		criticize
A03161	ነቅፎ	/nɛkʼɨfo/	/nakfun/	نَكْفٌ	G	M							نكف	amh	arb		criticize
A03162	ይነቅፋል	/jɨnɛkʼɨfal/	/jankifanːa/	يَنْكِفَنَّ	VC	VC							نكف	amh	arb		criticize
A03163	ይንቀፍ	/jɨnɨkʼɛf/	/jankif/	يَنْكِف	VI	VI							نكف	amh	arb		criticize
A03164	ነካሽ	/nɛkaʃ/	/nahːaːʃ/	نَهَّاش	P	P							نهش	amh	arb		bite
A03165	ነክሶ	/nɛkɨso/	/nahʃun/	نَهْشٌ	G	M							نهش	amh	arb		bite
A03166	ሒድ	/hid/	/hidʒ/	هِج	VM	VMcol					SSH		هجج	amh	apd	SDN	go
A03167	ሒጅ	/hidʒ/	/hidʒ/	هِج	VM	VMcol					SSH		هجج	amh	apd	SDN	go
A03168	ሔደ	/hedɛ/	/hadʒdʒa/	هَجَّ	VP	VPcol					SSH		هجج	amh	apd	SDN	go
A03169	ይሔድ	/jɨhed/	/jahidʒ/	يَهِج	VI	VIcol					SSH		هجج	amh	apd	SDN	go
A03170	መውደም	/mɛwɨdɛm/	/mahdam/	مَهْدَم	I								هدم	amh	arb		be demolished
A03171	ወደመ	/wɛdɛmɛ/	/haduma/	هَدُمَ	VP	VP							هدم	amh	arb		be demolished
A03172	ወዳሚ	/wɛdami/	/hadːaːm/	هَدَّام	P	P							هدم	amh	arb		be demolished
A03173	ወድሞ	/wɛdɨmo/	/hadmun/	هَدْمٌ	G	M							هدم	amh	arb		be demolished
A03174	ወድሞ	/wɛdɨmo/	/hadmun/	هَدْمٌ	G	M							هدم	amh	arb		be demolished
A03175	ይወድማል	/jɨwɛdɨmaːl/	/jahdimanːa/	يَهْدِمَنَّ	VC	VC							هدم	amh	arb		be demolished
A03176	ይውደም	/jɨwɨdɛm/	/jahdim/	يَهْدِم	VI	VI							هدم	amh	arb		be demolished
A03177	ማረድ	/maːrɛd/	/mahrad/	مَهْرَد	I							ሀረደ	هرد	amh	arb		slaughter (animal)
A03178	አረደ	/ʔɛrɛdɛ/	/harada/	هَرَدَ	VP	VP						ሀረደ	هرد	amh	arb		slaughter (animal)
A03179	አራጅ	/ʔɛraːdʒ/	/harːaːd/	هَرَّاد	P	P						ሀረደ	هرد	amh	arb		slaughter (animal)
A03180	አርዶ	/ʔɛrɨdo/	/hardun/	هَرْدٌ	G	M						ሀረደ	هرد	amh	arb		slaughter (animal)
A03181	እርድ	/ʔɨrɨd/	/hard/	هَرْد	N	N						ሀረደ	هرد	amh	arb		butchered animal
A03182	ያርዳል	/jarɨdal/	/jahridanːa/	يَهْرِدَنَّ	VC	VC						ሀረደ	هرد	amh	arb		slaughter (animal)
A03183	ይረድ	/jɨrɛd/	/jahrid/	يَهْرِد	VI	VI						ሀረደ	هرد	amh	arb		slaughter (animal)
A03184	ማረድ	/maːrɛd/	/mahradˤ/	مَهْرَض	I							ሀረደ	هرض	amh	arb		slaughter (animal)
A03185	አረደ	/ʔɛrɛdɛ/	/haradˤa/	هَرَضَ	VP	VP						ሀረደ	هرض	amh	arb		slaughter (animal)
A03186	አራጅ	/ʔɛraːdʒ/	/harːaːdˤ/	هَرَّاض	P	P						ሀረደ	هرض	amh	arb		slaughter (animal)
A03187	አርዶ	/ʔɛrɨdo/	/hardˤun/	هَرْضٌ	G	M						ሀረደ	هرض	amh	arb		slaughter (animal)
A03188	እርድ	/ʔɨrɨd/	/hardˤ/	هَرْض	N	N						ሀረደ	هرض	amh	arb		butchered animal
A03189	ያርዳል	/jarɨdal/	/jahridˤanːa/	يَهْرِضَنَّ	VC	VC						ሀረደ	هرض	amh	arb		slaughter (animal)
A03190	ይረድ	/jɨrɛd/	/jahridˤ/	يَهْرِض	VI	VI						ሀረደ	هرض	amh	arb		slaughter (animal)
A03191	ማለቅ	/maːlɛkʼ/	/mahlak/	مَهْلَك	I							ሀለቀ	هلك	amh	arb		end
A03192	አለቀ	/ʔɛlɛkʼɛ/	/halaka/	هَلَكَ	VP	VP						ሀለቀ	هلك	amh	arb		end
A03193	አላቂ	/ʔɛlaːkʼ/	/haːlik/	هَالِك	P	P						ሀለቀ	هلك	amh	arb		end
A03194	አልቆ	/ʔɛlɨkʼo/	/halkun/	هَلْكٌ	G	M						ሀለቀ	هلك	amh	arb		end
A03195	ያልቃል	/jalɨkʼal/	/jahlikanːa/	يَهْلِكَنَّ	VC	VC						ሀለቀ	هلك	amh	arb		end
A03196	ይለቅ	/jɨlɛkʼ/	/jahlak/	يَهْلَك	VI	VI						ሀለቀ	هلك	amh	arb		end
A03197	ሃይማኖት	/haːjɨmaːnot/	/hajmana/	هَيْمَنة	N	N			RLGN	RLGN			همن	amh	arb		faith, belief, creed
A03198	መሀንዲስ	/mɛhɛnɨdis/	/muhandis/	مُهَنْدِس	N	N							هندس	amh	arb		builder, designer, draftsman (draftswoman)
A03199	መሀንዲስነት	/mɛhɛnɨdisɨnɛt/	/muhandis/	مُهَنْدِس	N	N							هندس	amh	arb		the state of being an engineer (draftsman, draftswoman)
A03200	ሂያጅ	/hijadʒ/	/hjːadʒ/	هِيَاج	N	N							هيج	amh	arb		a person who walks off, violent, extravagant
A03201	መወበቅ	/mɛwɛbɛkʼ/	/mawbaq/	مَوْبَق	I							ወበ፟ቀ	وبق	amh	arb		be sticky, humid
A03202	ወበቅ	/wɛbɛkʼ/	/wabaq/	وَبَق	N	N						ወበ፟ቀ	وبق	amh	arb		moisture, dampness due to excessive heat, humidity
A03203	ወባቂ	/wɛbakʼi/	/wabːaːq/	وَبَّاق	P	P						ወበ፟ቀ	وبق	amh	arb		be sticky, humid
A03204	ወብቆ	/wɛbɨkʼo/	/wabqun/	وَبْقٌ	G	M						ወበ፟ቀ	وبق	amh	arb		be sticky, humid
A03205	ይወብቃል	/jɨwɛbɨkʼal/	/jawbiqanːa/	يَوْبِقَنَّ	VC	VC						ወበ፟ቀ	وبق	amh	arb		be sticky, humid
A03206	መወጠር	/mɛwɛtˤɛr/	/mawtar/	مَوْتَر	I							ወጠ፟ረ	وتر	amh	arb		stretch
A03207	አውታር	/ʔɛwɨtar/	/ʔwtaːr/	أوْتار	N	N			DMST	DMST			وتر	amh	arb		string or cord of an ancient musical instrument called lyre, with strings fixed in a frame shaped like U, and played with fingers
A03208	ወጠረ	/wɛtˤɛrɛ/	/watara/	وَتَرَ	VP	VP							وتر	amh	arb		stretch
A03209	ወጠ፟ረ	/wɛtːˤɛrɛ/	/watːara/	وَتَّرَ	VP	VP							وتر	amh	arb		stretch
A03210	ወጣሪ	/wɛtˤar/	/watːaːr/	وَتَّار	P	P						ወጠ፟ረ	وتر	amh	arb		stretch
A03211	ወጣ፟ሪ	/wɛtːˤar/	/watːaːr/	وَتَّار	P	P							وتر	amh	arb		stretch
A03212	ወጥ፟ር	/wɛtːˤɨr/	/watːir/	وَتِّر	VM	VM							وتر	amh	arb		stretch
A03213	ወጥ፟ሮ	/wɛtːˤɨro/	/watrun/	وَتْرٌ	G	M							وتر	amh	arb		stretch
A03214	ውጥረት	/wɨtˤɨrɛt/	/tawatːur/	تَوَتُّر	N	N							وتر	amh	arb		tension, worry, pressure
A03215	ይወጥራል	/jɨwɛtˤɨraːl/	/jawtiranːa/	يَوْتِرَنَّ	VC	VC						ወጠ፟ረ	وتر	amh	arb		stretch
A03216	ይወጥር	/jɨwɛtˤɨr/	/jawtir/	يَوْتِر	VI	VI							وتر	amh	arb		stretch
A03217	ይወጥ፟ር	/jɨwɛtːˤɨr/	/jawatːir/	يَوَتِّر	VI	VI							وتر	amh	arb		stretch
A03218	ተዋሕዶ	/tɛwahɨdo/	/tawħiːd/	تَوْحِيد	N	N			RLGN	RLGN			وحد	amh	arb		believing in Jesus Christ's single inseparable nature
A03219	አዋዳጅ	/ʔɛwadadʒ/	/wadadʒ/	وَدَج	N	N			ANAT	ANAT			ودج	amh	arb		ridge
A03220	መወዳጀት	/mɛwɛdadʒɛt/	/mawdad/	مَوْدَد	I							*ወዳህጀህ	ودد	amh	arb		fraternize
A03221	መውደድ	/mɛwɨdɛd/	/mawdad/	مَوْدَد	I								ودد	amh	arb		love
A03222	ተወደ፟ደ	/tɛwɛdːɛdɛ/	/wadːada/	وَدَّدَ	VP	VP							ودد	amh	arb		be loved
A03223	ተወደድ	/tɛwɛdɛd/	/wadːid/	وَدِّد	VM	VM							ودد	amh	arb		be loved
A03224	ተወደድ	/tɛwɛdɛd/	/tawadːad/	تَوَدَّد	VM	VM							ودد	amh	arb		be loved
A03225	ተወዳጀ	/tɛwɛdadʒɛ/	/tawadːad/	تَوَدَّد	VP	VP							ودد	amh	arb		fraternize
A03226	ተወዳ፟ጅ	/tɛwɛdːadʒ/	/wadːaːd/	وَدَّاد	P	P							ودد	amh	arb		be loved
A03227	ተወዶ፟	/tɛwɛdːo/	/tawadːudun/	تَوَدُّدٌ	G	M							ودد	amh	arb		be loved
A03228	ተዋደ፟ው	/tɛwadːɛw/	/tawadːudun/	تَوَدُّدٌ	G	M							ودد	amh	arb		agree
A03229	ተዋደዱ	/tɛwadɛdu/	/tawadːad/	تَوَدَّد	VM	VM							ودد	amh	arb		agree
A03230	ተዋደ፟ዱ	/tɛwadːɛdu/	/tawadːada/	تَوَدَّدَ	VP	VP							ودد	amh	arb		agree
A03231	ተዋዳጆች	/tɛwadadʒotʃ/	/muːadːad/	مُوَدَّد	P	P							ودد	amh	arb		agree
A03232	አወዳጅ	/ʔɛwɛdadʒ/	/wadːaːd/	وَدَّاد	P	P						*ወዳህጀህ	ودد	amh	arb		fraternize
A03233	አወዳጅቶ	/ʔɛwɛdadʒɨto/	/widaːdun/	وِدَادٌ	G	M						*ወዳህጀህ	ودد	amh	arb		fraternize
A03234	ወደደ	/wɛdɛdɛ/	/wadada/	وَدَدَ	VP	VP							ودد	amh	arb		love
A03235	ወደ፟ደ	/wɛdːɛdɛ/	/wadːada/	وَدَّدَ	VP	VP							ودد	amh	arb		love
